PRECINCT_NAME,CANDIDATE_FULL_NAME,contest_party_id,candidate_party_id,CONTEST_TYPE,contest_id,CONTEST_ORDER,CANDIDATE_ORDER,CONTEST_FULL_NAME,TOTAL,PRECINCT_ID,precinct_order,contest_vote_for,PROCESSED_DONE,PROCESSED_STARTED,CONTEST_TOTAL,IS_WRITEIN,undervote,overvote
0312 HUDSON,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,372,312,312,1,1,1,531,0,43,1
0312 HUDSON,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,159,312,312,1,1,1,531,0,43,1
0312 HUDSON,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,0,312,312,1,1,1,0,1,43,1
0315 INDIAN SPRINGS,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,443,315,315,1,1,1,754,0,84,1
0315 INDIAN SPRINGS,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,307,315,315,1,1,1,754,0,84,1
0315 INDIAN SPRINGS,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,4,315,315,1,1,1,754,1,84,1
0323 JENTILLY,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,676,323,323,1,1,1,1048,0,91,1
0323 JENTILLY,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,364,323,323,1,1,1,1048,0,91,1
0323 JENTILLY,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,8,323,323,1,1,1,1048,1,91,1
0337 KLEINMAN,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,537,337,337,1,1,1,1037,0,114,3
0337 KLEINMAN,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,494,337,337,1,1,1,1037,0,114,3
0337 KLEINMAN,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,6,337,337,1,1,1,1037,1,114,3
0370 LONGMORE,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,119,370,370,1,1,1,243,0,32,2
0370 LONGMORE,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,124,370,370,1,1,1,243,0,32,2
0370 LONGMORE,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,0,370,370,1,1,1,0,1,32,2
0399 MCAFEE PLACE,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,159,399,399,1,1,1,397,0,32,0
0399 MCAFEE PLACE,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,236,399,399,1,1,1,397,0,32,0
0399 MCAFEE PLACE,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,2,399,399,1,1,1,397,1,32,0
0408 MESA LINDA,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,296,408,408,1,1,1,696,0,111,3
0408 MESA LINDA,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,398,408,408,1,1,1,696,0,111,3
0408 MESA LINDA,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,2,408,408,1,1,1,696,1,111,3
0416 MITCHELL PARK,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,549,416,416,1,1,1,713,0,49,0
0416 MITCHELL PARK,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,159,416,416,1,1,1,713,0,49,0
0416 MITCHELL PARK,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,5,416,416,1,1,1,713,1,49,0
0463 PALMER,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,729,463,463,1,1,1,1110,0,83,0
0463 PALMER,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,377,463,463,1,1,1,1110,0,83,0
0463 PALMER,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,4,463,463,1,1,1,1110,1,83,0
0481 PENNY LANE,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,138,481,481,1,1,1,309,0,20,0
0481 PENNY LANE,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,168,481,481,1,1,1,309,0,20,0
0481 PENNY LANE,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,3,481,481,1,1,1,309,1,20,0
0517 REED PARK,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,188,517,517,1,1,1,447,0,50,4
0517 REED PARK,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,258,517,517,1,1,1,447,0,50,4
0517 REED PARK,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,1,517,517,1,1,1,447,1,50,4
0524 RIO SALADO,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,506,524,524,1,1,1,735,0,71,1
0524 RIO SALADO,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,222,524,524,1,1,1,735,0,71,1
0524 RIO SALADO,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,7,524,524,1,1,1,735,1,71,1
0528 RIVERVIEW,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,472,528,528,1,1,1,1013,0,108,2
0528 RIVERVIEW,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,540,528,528,1,1,1,1013,0,108,2
0528 RIVERVIEW,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,1,528,528,1,1,1,1013,1,108,2
0534 ROLLING HILLS,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,448,534,534,1,1,1,763,0,80,1
0534 ROLLING HILLS,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,311,534,534,1,1,1,763,0,80,1
0534 ROLLING HILLS,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,4,534,534,1,1,1,763,1,80,1
0574 SHALIMAR,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,612,574,574,1,1,1,1098,0,107,1
0574 SHALIMAR,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,482,574,574,1,1,1,1098,0,107,1
0574 SHALIMAR,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,4,574,574,1,1,1,1098,1,107,1
0642 TEMPE,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,89,642,642,1,1,1,140,0,21,0
0642 TEMPE,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,51,642,642,1,1,1,140,0,21,0
0642 TEMPE,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,0,642,642,1,1,1,0,1,21,0
0663 TWIN BUTTES,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,496,663,663,1,1,1,782,0,58,0
0663 TWIN BUTTES,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,284,663,663,1,1,1,782,0,58,0
0663 TWIN BUTTES,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,2,663,663,1,1,1,782,1,58,0
0666 VAN NESS,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,378,666,666,1,1,1,655,0,71,3
0666 VAN NESS,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,270,666,666,1,1,1,655,0,71,3
0666 VAN NESS,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,7,666,666,1,1,1,655,1,71,3
0671 VICTORY,"DEM - ABLESER, ED",,2,0,48,42,1,State Senator Dst 26,297,671,671,1,1,1,498,0,42,3
0671 VICTORY,"IND - EAMES, DALE",,7,0,48,42,2,State Senator Dst 26,198,671,671,1,1,1,498,0,42,3
0671 VICTORY,Write-In Candidate,,0,0,48,42,3,State Senator Dst 26,3,671,671,1,1,1,498,1,42,3
